"RBD","NOMBRE_ESTA","DEPENDENCIA","SOSTENEDOR","REGION","COMUNA","DIRECCION","TELEFONO","E-MAIL","Discapacidad Auditiva","Discapacidad Intelectual","Discapacidad Visual","Trastornos Específicos del Lenguaje","Trastornos Motores","Autismo","Graves Alteraciones en la Capacidad de Relación y Comunicación"
26410,"ESCUELA ESPECIAL VIVAN LOS NIÑOS","Particular Subvencionado","Sociedad Juan Luis Fuentes Riveros Servicios Educacionales E.I.R.L.",13,"LA PINTANA","LOS NOGALES N° 2599","2 - 8526668","marcela.escuelavln@gmail.com","no","no","no","si","no","no","no"
26414,"ESCUELA ESPECIAL Nº 168 NAJU","Particular Subvencionado","Escuela Educacional Mauricio Erwin Gatica Fic",13,"BUIN","LAS DELICIAS N° 215. MAIPO","2 - 2590760","escuelanaju@live.com","no","no","no","si","no","no","no"
26415,"ESCUELA ESPECIAL CONGUILLIO","Particular Subvencionado","Corporacion Educacional Conguillio De Puente Alto",13,"PUENTE ALTO","ANGEL PIMENTEL N° 1120","0 - 8911021","escuelaconguillio@gmail.com","no","no","no","si","no","no","no"
26419,"ESCUELA ESPECIAL DE LENGUAJE MALEN","Particular Subvencionado","Sociedad Educacional Malen Limitada",13,"PEÑALOLÉN","QUEBRADA DE TAL TAL N° 1630","2 - 22929375","sostenedoras@gmail.com","no","no","no","si","no","no","no"
26420,"ESCUELA ESPECIAL Nº 2284 LOS ANGELITOS FELICE","Particular Subvencionado","Los Angelitos Felices Spa",13,"RECOLETA","ALFREDO ROSENDE N° 1101","2 - 26264004","losangelitosfelices@hotmail.com","no","no","no","si","no","no","no"
26422,"ESCUELA ESPECIAL OSCARITO Y SUS AMIGOS","Particular Subvencionado","Escuelas Oscarito Y Sus Amigos E.I.R.L.",13,"LA PINTANA","TUCAPEL N° 2780","2 - 5364133","isamasapi@gmail.com","no","no","no","si","no","no","no"
26432,"ESCUELA ESPECIAL MI MUNDO EN PALABRAS","Particular Subvencionado","Felipe Hernandez Lopez Establecimientos Edu.",13,"LAMPA","MANUEL RODRIGUEZ N° 90","2 - 8423040","mimundoenpalabraslampa@gmail.com","no","no","no","si","no","no","no"
26435,"ESCUELA ESP SANTA MARCELA CRECER","Particular Subvencionado","Entidad Individual Educacional Santa Marcela Crecer Eie",13,"PADRE HURTADO","LUIS PASTEUR N° 123","2 - 8112794","escuelaespecialsmc@gmail.com","no","si","no","no","no","no","no"
26438,"ESC ESP SAN GABRIEL DE LA FLORIDA","Particular Subvencionado","Juan Pablo Kappes Elzo Soc Educ Eirl",13,"LA FLORIDA","COLOMBIA N° 7557","2 - 27555024","mariajosemontecinos@gmail.com","no","no","no","si","no","no","no"
26439,"ESCUELA ESPECIAL NIDO DE PALABRAS","Particular Subvencionado","Sociedad De Educación Nido De Palabras Spa",13,"LAS CONDES","PICHIDANGUI N° 1600, LAS CONDES","2 - 8917866","nidodepalabras@yahoo.cl","no","no","no","si","no","no","no"
26441,"ESCUELA ESPECIAL JESUS ANGEL GAZO","Particular Subvencionado","Claudia Andrea  Diaz Gonzalez Servicios  Educacionales E.I.R.L",13,"RENCA","AVENIDA MANUEL RODRIGUEZ 1560","2 - 6464161","escuelajesusangelgazo@gmail.com","no","no","no","si","no","no","no"
26442,"ESC ESP STA MARTA DE PADRE HURTADO","Particular Subvencionado","Complejo Educacional Alta Vida Limitada",13,"PADRE HURTADO","AVENIDA EL TREBOL N° 590","2 - 28111768","escueladelenguajesantamarta@gmail.com","no","no","no","si","no","no","no"
26443,"ESCUELA ESPECIAL RENACER","Particular Subvencionado","Sociedad Renacer Limitada",13,"SAN BERNARDO","BARROS ARANA 1475","2 - 8572289","renacersanbernardo@gmail.com","no","no","no","si","no","no","no"
26445,"ESCUELA ESPECIAL VENTANAL","Particular Subvencionado","Sociedad Educacional Ventanal Limitada.",13,"MAIPÚ","FERNANDO RIESCO N° 100","2 - 8934160","inelarr@hotmail.com","no","no","no","si","no","no","no"
26446,"ESCUELA DE LENGUAJE AMERICA II","Particular Subvencionado","Sociedad Educacional Amatista Limitada",13,"SAN BERNARDO","RAMÓN LIBORIO CARVALLO N° 435","22 - 8948039","escuelaamerica.dos@gmail.com","no","no","no","si","no","no","no"
26447,"ESCUELA ESPECIAL SANTA BARBARA DE PÑAFLOR","Particular Subvencionado","Servicios Educ. Carlos F. Arancet Yañez Eirl",13,"PEÑAFLOR","AVENIDA LARRAIN N° 3032","2 - 28120121","santabarbaradepenaflor@gmail.com","no","no","no","si","no","no","no"
26448,"ESCUELA ESPECIAL ELUNEY","Particular Subvencionado","Sociedad Educacional Edufam Ltda",13,"ESTACIÓN CENTRAL","YELCHO 5897","2 - 27412138","escuelaeluney@yahoo.es","no","no","no","si","no","no","no"
26449,"ESCUELA DE LENGUAJE MIS TRES ANGELITOS","Particular Subvencionado","Soc. Educ Eduardo Moreno Saldia Eirl",13,"SAN BERNARDO","CALDERON DE LA BARCA N°328","2 - 5614881","mistresangelitos.escuela@gmail.com","no","no","no","si","no","no","no"
26450,"ESCUELA ESPECIAL PARAISO","Particular Subvencionado","Sociedad Educacional Audimed S.A",13,"LAMPA","IGNACIO SERRANO N° 1474","2 - 8423581","susycristi@gmail.com","no","no","no","si","no","no","no"
26451,"ESCUELA ESPECIAL FLORES DE BOLLENAR","Particular Subvencionado","Sociedad Educacional Crecer Bollenar Ltda",13,"MELIPILLA","AVDA LOS BOLLENES Nº72 BOLLENAR-,COMUNA MELIPILLA","2 - 8317381","floresdebollenar@gmail.com","no","no","no","si","no","no","no"
26452,"ESCUELA ESPECIAL ANTU-MAWEN","Particular Subvencionado","Esteban Javier Olea Clavero",13,"PUDAHUEL","AV TRAVESIA N° 9464","9 - 54828422","escuela.antumawen@gmail.com","no","no","no","si","no","no","no"
26453,"TIEMPO DE CRECER","Particular Subvencionado","Corporacion Educacional Tiempo De Crecer",13,"SAN BERNARDO","LOS CANELOS N° 46","2 - 8572732","marialuisamadrid@gmail.com","no","no","no","si","no","no","no"
26455,"ESCUELA ESPECIAL SAN LUCAS DEL PAICO","Particular Subvencionado","Sociedad Educacional De Javig Ltda",13,"EL MONTE","AVENIDA LIBERTADORES N° 1828","9 - 75220455","maggiarce@gmail.com","no","no","no","si","no","no","no"
26456,"ESCUELA ESPECIAL SANTA AMELIA","Particular Subvencionado","Servicios Educ. Soledad Andrea Queralto Santibañez Eirl",13,"MELIPILLA","ANSELMO ALARCON Nº 393  EL BOLLENAR","9 - 68437921","lenguajesantaamelia@hotmail.com","no","no","no","si","no","no","no"
26457,"ESCUELA ESPECIAL MI MUNDO EN PALABRAS","Particular Subvencionado","Escuela Educacional Nelly Elizabeth San Martin Perez Eirl",13,"MAIPÚ","AVENIDA CUATRO PONIENTE N° 972","2 - 28867439","mmepmaipu@gmail.com","no","no","no","si","no","no","no"
26459,"ESCUELA ESPECIAL ANCHIMALLEN","Particular Subvencionado","Sociedad Educacional Munoz Y Moreno Ltda.",13,"LA CISTERNA","AVENIDA AMÉRICO VESPUCIO N° 1237","2 - 5273150","direccion.anchimallen@gmail.com","no","no","no","si","no","no","no"
26462,"EL ARCA DE LOS NIÑOS LO ESPEJO","Particular Subvencionado","Desarrollo Educacional Carlos Esteban Salinas Cortes Eirl",13,"LO ESPEJO","BALMACEDA N° 2884","2 - 8716047","arcaloespejo@gmail.com","no","no","no","si","no","no","no"
26464,"ESCUELA DE LENGUAJE AMERICA","Particular Subvencionado","Sociedad Educacional Gallegos Castillo Ltda.",13,"LA GRANJA","ERNESTO RIQUELME N° 0129","2 - 5433080","jono763@hotmail.com","no","no","no","si","no","no","no"
26468,"ESCUELA ESPECIAL BALIPEQUES","Particular Subvencionado","Barbara Siebold Romero Estab Educacional Universal Emp Ind  De Resp Limitada",13,"EL BOSQUE","URMENETA N° 1474","2 - 5291642","barbarasieboldr@gmail.com","no","no","no","si","no","no","no"
26469,"ESCUELA ESPECIAL EL ARCA DE LOS NIÑOS","Particular Subvencionado","Sociedad Educacional Arca Limitada",13,"LA FLORIDA","AV. DIEGO PORTALES N° 777","22 - 2957854","familote@yahoo.es","no","no","no","si","no","no","no"
26471,"ESCUELA ESPECIAL AGUSTINA","Particular Subvencionado","Soc Educacional Escuela De Lenguaje Agustina",13,"MELIPILLA","FUENZALIDA N° 482","2 - 8315878","direccionagustina@gmail.com","no","no","no","si","no","no","no"
26472,"ESCUELA ESPECIAL DE LENGUAJE ANTU","Particular Subvencionado","Cerda Y España Limitada",13,"TALAGANTE","SAMUEL SANTANA N° 320","2 - 28380144","marcelacerdaantu@live.cl","no","no","no","si","no","no","no"
26474,"ESCUEL ESPECIAL BAMBÚ","Particular Subvencionado","Corporacion Educacional Bambu De Lampa",13,"LAMPA","CALLE CHAGUAL  N° 719. LARAPINTA. LAMPA","2 - 7281229","escuelabambu@gmail.com","no","no","no","si","no","no","no"
26477,"ESCUELA ESPECIAL MILLARAY","Particular Subvencionado","Soc.Esc De Lenguaje Millaray Del Sol S.P.A",13,"PUENTE ALTO","JORGE ROSS OSSA N° 560 VILLA CIUDAD DEL SOL","2 - 7923400","millaraydelsol@gmail.com","no","no","no","si","no","no","no"
26478,"ESCUELA ESPECIAL PLAY COLLEGE","Particular Subvencionado","Sociedad Educacional Docere Spa",13,"PUENTE ALTO","AVENIDA CIRCUNVALACION N° 1321","2 - 23019353","direccionplaycollege@gmail.com","no","no","no","si","no","no","no"
26480,"ESCUELA DE LENGUAJE LUZ DE ESPERANZA","Particular Subvencionado","Soc. Educ. Luz De Esperanza Ltda.",13,"SAN JOAQUÍN","EL CORTIJO N° 461","2 - 5250590","lenguajeluzdeesperanza@gmail.com","no","no","no","si","no","no","no"
26481,"ESCUELA ESPECIAL LA MORENITA","Particular Subvencionado","Paula Andrea Del Fierro Celedón",13,"EL BOSQUE","AV. PORTALES N° 1096 N° 1096","2 - 25617582","escueladelenguajelamorenita@yahoo.cl","no","no","no","si","no","no","no"
26483,"ESCUELA ESPECIAL DE LENGUAJE LOS CLARINES","Particular Subvencionado","Luis Francisco Bustamante Acuña",13,"LA FLORIDA","LOS CLARINES N° 9689","2 - 8080024","escuelalosclarines@hotmail.com","no","no","no","si","no","no","no"
26484,"ESCUELA ESPECIAL EL PASTORCITO","Particular Subvencionado","Escuela De Lenguaje Y Parvulos Anivet Del Carmen Valenzuela Ojeda E.I.R.L.",13,"QUINTA NORMAL","INGENIERO LLOYD N° 1530","2 - 7726491","elpastorcitoqn@hotmail.com","no","no","no","si","no","no","no"
26485,"ESCUELA ESPECIAL N 200 CARAMELO II","Particular Subvencionado","Corporacion Educacional Carmelo",13,"PUENTE ALTO","CAMINO DEL AGUA N° 4345","2 - 8931566","escuelacaramelo@gmail.com","no","no","no","si","no","no","no"
26487,"ESCUELA ESPECIAL PIRQUE","Particular Subvencionado","Sociedad Maloan Educacion Limitada",13,"PIRQUE","AV. ALCALDE HERNÁN PRIETO N° 2672","2 - 28495643","escueladelenguajepirque@gmail.com","no","no","no","si","no","no","no"
26490,"ESCUELA ESPECIAL DE LENGUAJE EL LUCERO","Particular Subvencionado","Corporacion Educacional Castro El Lucero",13,"QUILICURA","LAS ARALIAS N° 1482","2 - 6279183","escuela.ellucero@gmail.com","no","no","no","si","no","no","no"
26493,"ESCUELA DE LENGUAJE GUSANITO","Particular Subvencionado","Sociedad De Responsabilitad Limitada Martin Y Martin Limitada.",13,"LA FLORIDA","SANTA VIVIANA N° 9403","2 - 2972816","emartinhidalgo@hotmail.com","no","no","no","si","no","no","no"
26495,"ESCUELA ESPECIAL NUEVA ESPERANZA","Particular Subvencionado","Sociedad Educacional Esc Lenj Nueva Esperanza",13,"MAIPÚ","PJE. BAHIA NASSAU N° 2207  VILLA LOS BOSQUINOS","2 - 7819279","escuelanuevaesperanza@hotmail.com","no","no","no","si","no","no","no"
26496,"ESCUELA ESPECIAL AMIGOS DEL BOSQUE","Particular Subvencionado","Víctor Alfredo Sepúlveda Velásquez",13,"CALERA DE TANGO","CAMINO LONQUÉN PARADERO 10, PARCELA 03","2 - 8553406","amigosdelbosque@live.cl","no","no","no","si","no","no","no"
26497,"ESCUELA ESPECIAL MIS ANGELITOS","Particular Subvencionado","M Y A Sociedad Educacional Ltda",13,"PADRE HURTADO","SEGUNDA AVENIDA N° 470","2 - 8113845","cedelmisangelitos@gmail.com","no","no","no","si","no","no","no"
26498,"ESCUELA ESPECIAL CREACIONES","Particular Subvencionado","Sociedad Capacitaciones Creaciones Limitada",13,"PEÑALOLÉN","AVNIDA SANCHEZ FONTECILLA N° 11748","2 - 4193483","vivicreaciones@gmail.com","no","no","no","si","no","no","no"
26500,"ESCUELA ESPECIAL DE LENGUAJE SAN GABRIEL","Particular Subvencionado","Sociedad Complejo Educacional San Gabriel Ltd",13,"CERRILLOS","LOS METALES N° 485","2 - 7426878","escueladelenguajesangabriel@hotmail.com","no","no","no","si","no","no","no"
26502,"ESCUELA DE PARVULOS KIDS PLACE","Particular Subvencionado","Entidad  Individual Educacional Kids Place",13,"SAN MIGUEL","CARLOS EDWARDS N° 1257","2 - 8951493","escuela@kidsplace.cl","no","no","no","si","no","no","no"
26509,"ESCUELA ESPECIAL MANDARINA","Particular Subvencionado","Sociedad Educacional San Sebastian Spa",13,"LA FLORIDA","RAFAEL MATUS N° 1442","22 - 7254421","escuela.mandarina@yahoo.cl","no","no","no","si","no","no","no"
26510,"ESCUELA ESPECIAL N°2324 INTEGRAL DE CARABINEROS","Particular  no Subvencionado","Corporación de Ayuda a la Familia de Carabineros",13,"LA REINA","CALLE 4 N° 1130","2 - 9225150","direccion.eeic@gmail.com","no","si","no","no","no","no","no"
26512,"ESCUELA ESPECIAL GRIBEL DE LA GRANJA","Particular Subvencionado","Sociedad Educacional Comunicación Y Lenguaje",13,"LA GRANJA","PRESIDENTE ALESSANDRI N° 616","2 - 25253468","escuelagribel@hotmail.com","no","no","no","si","no","no","no"
26513,"ESCUELA ESPECIAL DE LENGUAJE LILIPUT","Particular Subvencionado","Sociedad Educacional Liliput Ltda",13,"PUENTE ALTO","SARGENTO MENADIER 0581","2 - 9817645","escuelaliliput@gmail.com","no","no","no","si","no","no","no"
26514,"ESCUELA ESPECIAL DE LENGUAJE BOY HAPPY","Particular Subvencionado","Escuela De Lenguaje Boy Happy Limitada",13,"ÑUÑOA","LOS JARDINES 727 ÑUÑOA","2 - 22762825","escuelaboyhappy@gmail.com","no","no","no","si","no","no","no"
26517,"ESCUELA ESPECIAL NUEVO MUNDO PAC","Particular Subvencionado","Ivonne Sanhueza Acevedo Sost. Educ. E.I.R.L",13,"PEDRO AGUIRRE CERDA","AVDA PETROHUÉ 2559","2 - 5219586","escuelanuevomundopac@gmail.com","no","no","no","si","no","no","no"
26518,"ESCUELA ALTO MAWIDA","Particular Subvencionado","C&G Sociedad Educacional S.A.",13,"PUENTE ALTO","LAS FRAMBUESAS 0982 VILLA VICENTE PEREZ ROSALES","2 - 28515709","gerencia@colegioaltomawida.cl","no","si","no","si","no","no","no"
26520,"ESC. ESP. JERUSALEN DE QUINTA NORMAL","Particular Subvencionado","Sociedad Educacional Jerusalen Ltda.",13,"QUINTA NORMAL","DOCTOR  RAÚL DENIS 2630","2 - 7730541","esc.jerusalen@gmail.com","no","no","no","si","no","no","no"
26521,"ESCUELA ESPECIAL MAGOS DE RENCA","Particular Subvencionado","Soc. Escuela De Lenguaje Tatiana Reyes Y Cia.",13,"RENCA","ARTURO PRAT N° 4538","2 - 6465009","directora.magos@gmail.com","no","no","no","si","no","no","no"
26522,"ESC. ESPECIAL STA. MARGARITA DE PAINE","Particular Subvencionado","Sagrada Familia De Paine Eie",13,"PAINE","CALLE ALEGRE N° 374","6 - 8430065","catalan.alejandra7@gmail.com","no","no","no","si","no","no","no"
26523,"ESC. ESP. MAGICAS PALABRAS","Particular Subvencionado","Soc. Educ. Nifam Y Cia Ltda",13,"RENCA","EDUCADORA AURORA VALDES 1446 RENCA","2 - 26412297","magicaspalabrasrenca@gmail.com","no","no","no","si","no","no","no"
26526,"ESCUELA ESPECIAL TERESITA DE COLINA","Particular Subvencionado","Corporacion Educacional Teresita De Colina",13,"COLINA","PADRE SOTO Nº 1856","2 - 8447877","escuelateresitadecolina@gmail.com","no","no","no","si","no","no","no"
26527,"ESCUELA ESPECIAL SAGRADA FAMILIA","Particular Subvencionado","Segovia Hermanos Ltda",13,"LAMPA","SARGENTO ALDEA N° 1143","2 - 8423825","info@esagradafamilia.com","no","si","no","si","no","no","no"
26529,"ESCUELA ESPECIAL ALTIOR","Particular Subvencionado","Sociedad Servicios Educacionales Bruno Limita",13,"PUENTE ALTO","TOCORNAL GREZ N°580","2 - 28517934","altiorespecial@gmail.com","no","si","no","no","no","si","no"
26530,"ESCUELA ESPECIAL ESPERANZA NUEVA","Particular Subvencionado","Soc. Educ. Nueva Esperanza Ltda",13,"COLINA","ESMERALDA N° 1323","0 - 0","escuelaespecialesperanzanueva@gmail.com","no","si","no","no","no","no","no"
26533,"ESCUELA ESPECIAL ARBOLIRIS","Particular Subvencionado","Sociedad Educacional Arboliris Ltda.",13,"PAINE","GRAN AVENIDA N°340","2 - 8244589","elarboliris@gmail.com","no","no","no","si","no","no","no"
26534,"ESCUELA DE LENGUAJE LA GRANJITA","Particular Subvencionado","Soc. Educacional Salles Ltda",13,"LA GRANJA","INCA DE ORO N° 7969","2 - 25114359","escuela.lagranjita@gmail.com","no","no","no","si","no","no","no"
26535,"ESCUELA ESPECIAL N° 2338 SONSOLES","Particular Subvencionado","Escuela De Lenguaje Maria Elena Neira Correa",13,"MAIPÚ","LAGO DE LUGANO N° 18890","2 - 5376801","escuelasonsoles@gmail.com","no","no","no","si","no","no","no"
26536,"ESCUELA ESPECIAL Nº 2339 ATRAVIA","Particular Subvencionado","Sociedad Educacional E-Dual S.A.",13,"LA CISTERNA","CALLE CIENCIAS Nº 8670 COMUNA LA CISTERNA","2 - 5586447","atravialacisterna@yahoo.es","no","si","no","no","no","no","no"
26541,"ESCUELA ESPECIAL Nº 206 COLORES","Particular Subvencionado","Sociedad Educacional Colores Limitada",13,"PUENTE ALTO","AV EL PERAL   01686","2 - 9825259","directora@escuelacolores.cl","no","no","no","si","no","no","no"
26543,"ESCUELA ESPECIAL MUNDO INFANTIL RUTA SUR","Particular Subvencionado","Maria Eugenia Oliva Ramos Eirl",13,"PAINE","PARC 45, LOTE 7, CHADA","9 - 4409592","mundo_infantil_rutasur@hotmail.com","no","no","no","si","no","no","no"
26544,"ESCUELA ESPECIAL COSAS DE NINOS","Particular Subvencionado","Cosas De Ninos Servicios Educacionales Y Peda",13,"EL BOSQUE","CAPITAN AVALOS N° 126","2 - 5488725","escuela2342cosasdeninos@gmail.com","no","no","no","si","no","no","no"
30004,"ESCUELA ESPECIAL DE LENGUAJE ARCO IRIS","Particular Subvencionado","Emp Ind De Resp Ltda Educ Hinojosa Gonzalez",15,"ARICA","AVDA CHAPIQUINA 2529","58 - 260857","escuelaarcoiris_arica@hotmail.com","no","no","no","si","no","no","no"
30007,"ESC. ESP. LENG. LA GRANJITA SCHOOL","Particular Subvencionado","Sociedad La Granjita Limitada",15,"ARICA","RUBEN DARIO N° 2299","58 - 2317394","jialagran127337@gmail.com","no","no","no","si","no","no","no"
30009,"ESC.ESP.LENG.DIVINO NIÑO JESUS DE ARICA","Particular Subvencionado","Reyna Del Tamarugal Eirl",15,"ARICA","AV. ALEJANDRO AZOLA N° 2399","58 - 229214","escueladivino@gmail.com","no","no","no","si","no","no","no"
30010,"ESCUELA ESPECIAL DE LENGUAJE LUCERITO MUSIKAL","Particular Subvencionado","Teresa Gabriela Avalos Jofre Eirl",15,"ARICA","AVENIDA DIEGO PORTALES N° 2575","58 - 2327510","luceritomusikal@gmail.com","no","no","no","si","no","no","no"
31003,"ESC. ESP. TRANS. DE LENG SAN MIGUEL","Particular Subvencionado","Soc. Educacional San Miguel Limitada",14,"VALDIVIA","RENE SCHNEIDER ALTURA DEL 4000","63 - 287990","evergaravillegas@yahoo.com","no","no","no","si","no","no","no"
31008,"ESCUELA DE LENGUAJE PEQUEÑAS VOCES","Particular Subvencionado","Soc. Educacional Jelcor Ltda.",14,"VALDIVIA","PEDRO AGUIRRE CERDA .LAS ANIMAS N° 1587","63 - 2208872","escueladelenguaje2010@hotmail.com","no","no","no","si","no","no","no"
31009,"ESCUELA DE  LENGUAJE ALONQUEO","Particular Subvencionado","Soc. Educacional Diaz Y Gutierrez Ltda.",14,"LANCO","GABRIELA MISTRAL, MALALHUE N° 115","63 - 2550309","esc.alonqueo@gmail.com","no","no","no","si","no","no","no"
31013,"ESCUELA DE LENGUAJE LAS LETRAS","Particular Subvencionado","Corporación Educacional Las Letras",14,"VALDIVIA","CARRERA ITURGOYEN N° 276","63 - 282802","sandrapaez1@gmail.com","no","no","no","si","no","no","no"
31015,"ESCUELA DE LENGUAJE ALTUE","Particular Subvencionado","Corporacion Educacional Altue Río Bueno",14,"RÍO BUENO","SAN MARTIN N° 1030","64 - 2341358","escuelaaltuerio@gmail.com","no","no","no","si","no","no","no"
31019,"ESCUELA ESPECIAL DE LENGUAJE GLORIA SKILLMANN","Particular Subvencionado","Gloria Skillmann Entidad Individual Educacional",14,"LANCO","CÓNDOR N° 147","63 - 441245","gloria77abarzuask@hotmail.com","no","no","no","si","no","no","no"
31020,"ESCUELA ESPECIAL DE LENGUAJE RECREAR","Particular Subvencionado","Sociedad Educacional Paillaco Educa Ltda",14,"PAILLACO","VICENTE PEREZ ROSALES N° 840","63 - 421968","pilarreyespainequeo@gmail.com","no","no","no","si","no","no","no"
31022,"ESCUELA ESPECIAL TRANSTORNOS DE LENGUAJE TRAI TRAI LAFQUEN","Particular Subvencionado","Sociedad Educacional Traitrailafquen Ltda",14,"PANGUIPULLI","LOS AROMOS N° 1323","63 - 2328877","gacalful@uc.cl","no","no","no","si","no","no","no"
31029,"ESCUELA ESPECIAL CAPULLITO DE SOL DE ISLA DE","Particular Subvencionado","Empresa Educ. Maria Jacqueline Diaz E.I.R.L.",13,"ISLA DE MAIPO","21 DE MAYO N° 110","2 - 8193395","capullitosdesol7@gmail.com","no","no","no","si","no","no","no"
31032,"ESCUELA ESPECIAL JESUS DE PRAGA","Particular Subvencionado","Sociedad Educacional Brieba Castillo Limitada",13,"ISLA DE MAIPO","LO HERRERA N° 395","2 - 8194359","escuelajesusdepraga@gmail.com","no","no","no","si","no","no","no"
31033,"ESCUELA ESPECIAL ANTAY","Particular Subvencionado","Sociedad Educacional Antay Limitada",13,"PADRE HURTADO","LOS SILOS N° 428","2 - 8340668","escuela.antay@gmail.com","no","no","no","si","no","no","no"
31035,"ESCUELA ESPECIAL ENCANTA PALABRAS","Particular Subvencionado","Soc. Educacional Nuevo Horizonte Ltda.",13,"MAIPÚ","LAS GOLONDRINAS N° 3199","2 - 8006854","diazlopezcarolina@hotmail.com","no","no","no","si","no","no","no"
31036,"ESC. PARV.Y ESP MUNDOPALABRA DE BUIN","Particular Subvencionado","Sociedad Educacional Aprender A Aprender Ltda",13,"BUIN","AVENIDA CHILE  VALDIVIA DE PAINE N° 359","2 - 8240194","mundopalabra@gmail.com","no","no","no","si","no","no","no"
